gene_name	symbol	chrom	strand	len	reads	RPKM
NM_021462	Mknk2	chr10	-	3068	1645	52.0184508237
NM_021463	Prps1	chrX	+	1975	337	16.554256043
NM_021464	Ptprt	chr2	-	6449	0	0.0
NM_021465	Stag2	chrX	+	5815	3521	58.7439537403
NM_029659	Styxl1	chr5	-	1652	0	0.0
NM_029658	Fam101b	chr11	-	3511	91	2.514533524
NM_001168356	Bnipl	chr3	-	1560	0	0.0
NM_001168354	Kcnj1	chr9	+	3072	0	0.0
NM_177588	Thnsl1	chr2	+	3899	11	0.273707260049
NM_001168358	Tyw3	chr3	-	4270	26	0.59073450671
NM_198214	Snph	chr2	-	4689	0	0.0
NM_001033528	Usp36	chr11	-	5609	326	5.63870049529
NM_001159630	Scmh1	chr4	+	2889	13	0.436558730296
NM_026168	Ergic2	chr6	-	3935	935	23.0522723225
NM_026169	Frmd8	chr19	-	3166	459	14.0652884219
NM_026164	Pnpla8	chr12	+	4404	254	5.59542750723
NM_026165	Slc25a46	chr18	-	4371	794	17.6232727668
NM_026166	Ikbip	chr10	+	3251	51	1.52194890952
NM_026167	Klhl13	chrX	-	3222	0	0.0
NM_021792	Iigp1	chr18	+	2940	243	8.01873405949
NM_021793	Tmem8	chr17	+	3463	285	7.98434392079
NM_021790	Cenpk	chr13	+	1217	180	14.3492365166
NM_021791	Doc2g	chr19	+	1397	4	0.277786062844
NM_172737	Shisa7	chr7	-	6007	0	0.0
NM_172736	Leng8	chr7	+	5094	1265	24.0923105216
NM_172735	Zc3hc1	chr6	-	1847	56	2.94149421608
NM_172734	Stk38l	chr6	+	4617	159	3.34105878476
NM_172733	Dera	chr6	+	1688	252	14.4835480906
NM_172732	Clec9a	chr6	+	3216	1	0.0301669099652
NM_172731	Fgd5	chr6	+	5622	0	0.0
NM_172730	C130022K22Rik	chr6	+	1757	307	16.9517087146
NM_172739	Grlf1	chr7	-	8393	190	2.19625743657
NM_172738	Zfp954	chr7	-	2037	120	5.71527437102
NM_145551	Slc5a9	chr4	-	4360	0	0.0
NM_145550	Yipf1	chr4	+	1322	225	16.5119334726
NM_145553	Fam76a	chr4	-	3046	339	10.7973372455
NM_145552	Gnl2	chr4	+	2350	554	22.8711904154
NM_145555	A330049M08Rik	chr4	-	1834	3	0.158697026905
NM_145554	Ldlrap1	chr4	-	2671	196	7.11916486703
NM_145557	9430015G10Rik	chr4	+	2510	92	3.55599361961
NM_145556	Tardbp	chr4	-	7454	1915	24.9244886488
NM_145559	Slc2a9	chr5	-	3276	56	1.65840653757
NM_145558	Hadhb	chr5	+	1949	593	29.5181898367
NM_183417	Cdk2	chr10	-	2432	317	12.6456908043
NM_001136270	Prr24	chr7	-	1680	40	2.30992339162
NM_001024709	Krtap10-10	chr10	+	1305	0	0.0
NM_001024702	C1ql4	chr15	-	717	0	0.0
NM_001024703	Mctp2	chr7	-	5789	1200	20.1105785002
NM_001024706	Gm5458	chr14	-	1004	0	0.0
NM_001024707	Lrp3	chr7	-	3938	0	0.0
NM_001024705	Prpmp5	chr6	-	1284	0	0.0
NM_028219	Cnfn	chr7	-	723	0	0.0
NM_028216	Psca	chr15	+	856	0	0.0
NM_028211	2210016L21Rik	chr5	+	1320	202	14.8465076171
NM_009217	Sstr2	chr11	+	1041	0	0.0
NM_009216	Sstr1	chr12	+	3869	0	0.0
NM_207282	Dpp6	chr5	+	4719	0	0.0
NM_207280	Ccdc121	chr1	-	1819	0	0.0
NM_207281	4832428D23Rik	chr1	-	3181	4	0.121995325304
NM_001039684	Mks1	chr11	+	2365	26	1.0665692785
NM_001039683	Eif4e1b	chr13	+	859	0	0.0
NM_009219	Sstr4	chr2	+	1388	0	0.0
NM_001039689	Rhox4c	chrX	+	903	0	0.0
NM_001039688	Rhox4a	chrX	+	891	0	0.0
NM_013756	Defb3	chr8	+	322	0	0.0
NM_080858	Asb12	chrX	-	1260	0	0.0
NM_175178	Aifm3	chr16	+	2657	0	0.0
NM_175179	Fam123b	chrX	-	8468	124	1.42065198672
NM_175174	Klhl5	chr5	+	3408	239	6.80370041229
NM_175175	Plekhf2	chr4	-	2920	350	11.6287239236
NM_080852	Slc7a12	chr3	+	1727	0	0.0
NM_080853	Slc17a6	chr7	+	4320	8	0.179660708237
NM_080854	Slc34a3	chr2	-	2054	0	0.0
NM_172498	Ptk2b	chr14	-	3908	3428	85.1006986264
NM_175172	4930506M07Rik	chr19	-	3767	8	0.206035110057
NM_175173	Wdr27	chr17	-	2759	0	0.0
NM_181039	Lphn1	chr8	+	8188	414	4.90534293277
NR_038162	4921530L18Rik	chr2	-	800	1	0.12127097806
NM_207131	Cebpe	chr14	-	1238	0	0.0
NM_207132	Olfr1471	chr19	+	945	0	0.0
NM_207133	Olfr741	chr14	+	1144	0	0.0
NR_038166	0610005C13Rik	chr7	-	1122	0	0.0
NM_207135	Olfr1084	chr2	-	954	0	0.0
NM_207136	Olfr1349	chr7	-	954	0	0.0
NR_038165	0610005C13Rik	chr7	-	915	0	0.0
NM_207138	Olfr149	chr9	-	936	0	0.0
NM_207139	Olfr936	chr9	-	936	0	0.0
NR_038168	1600025M17Rik	chrX	+	547	0	0.0
NM_001159344	Casz1	chr4	+	7966	224	2.72806418132
NM_001159349	Fyttd1	chr16	+	4295	280	6.32472621315
NR_035517	Mir2137	chrX	+	66	0	0.0
NM_001110315	Kif1a	chr1	-	8233	1	0.0117838919529
NM_001110316	Zscan4f	chr7	+	1829	0	0.0
NM_001110311	Snx12	chrX	-	1124	92	7.9408754317
NM_001110310	Snx12	chrX	-	2427	237	9.47382671619
NM_177158	Rinl	chr7	+	2873	2599	87.7642247068
NM_177150	Cenpt	chr8	-	1767	92	5.05124164416
NM_177151	Vps13b	chr15	+	13371	1882	13.6553425
NM_177152	Lrig3	chr10	+	4050	0	0.0
NM_001012667	AI316807	chr8	-	1459	145	9.64183238861
NM_177155	Klri2	chr6	-	3913	11	0.272727985415
NM_177157	Gchfr	chr2	+	629	0	0.0
NM_001113468	Vmn2r29	chr7	-	2559	1	0.0379119900149
NM_001113464	Tec	chr5	-	2569	283	10.6873294795
NM_001113460	Tec	chr5	-	2656	286	10.4468372666
NM_001113461	Tec	chr5	-	2590	285	10.675591891
NM_146587	Olfr1023	chr2	+	936	0	0.0
NM_009809	Casp14	chr10	-	2331	0	0.0
NM_001168536	Cdadc1	chr14	-	1907	118	6.00313598787
NM_001166749	Vmn1r142	chr7	-	918	0	0.0
NM_001168537	Cdadc1	chr14	-	2221	98	4.28079454296
NM_001166748	Vmn1r139	chr7	+	894	0	0.0
NM_009804	Cat	chr2	-	2551	1257	47.8048198892
NM_001168535	Cdadc1	chr14	-	3209	107	3.23490050544
NM_009805	Cflar	chr1	+	2018	262	12.5958359769
NM_001166745	Vmn1r115	chr7	-	888	0	0.0
NM_001161731	Ang	chr14	+	801	1	0.121119578587
NM_001161730	Tap1	chr17	+	2866	2868	97.08448432
NM_001161737	Siva1	chr12	+	587	39	6.44574874868
NM_023196	Pla2g12a	chr3	+	1541	31	1.95166791427
NM_001166743	Vmn1r117	chr7	-	924	0	0.0
NM_001161739	Glmn	chr5	-	1823	209	11.1226042412
NM_001161738	Glmn	chr5	-	2001	227	11.0059018569
NM_001166742	Vmn1r118	chr7	-	921	0	0.0
NM_009802	Car6	chr4	-	1369	0	0.0
NR_037689	Gm1968	chr16	-	982	0	0.0
NM_134191	Vmn1r226	chr17	+	897	0	0.0
NM_001042611	Cp	chr3	+	4564	0	0.0
NM_001042612	Nlrp9c	chr7	-	3020	0	0.0
NM_134192	Vmn1r228	chr17	-	1443	0	0.0
NM_001042614	Sepp1	chr15	+	2096	183	8.47045381107
NM_001042615	Htra3	chr5	-	2211	15	0.658187126514
NM_134197	Vmn1r230	chr17	+	951	0	0.0
NM_001042617	Cadps	chr14	-	5460	0	0.0
NM_134199	Vmn1r235	chr17	+	1781	0	0.0
NM_134198	Vmn1r234	chr17	+	990	0	0.0
NM_001114119	Qrich1	chr9	+	3362	1440	41.5538865929
NM_007915	Ei24	chr9	-	2110	775	35.6341262546
NM_001114116	Syt3	chr7	+	2471	0	0.0
NM_001164528	Ildr2	chr1	+	8260	0	0.0
NM_001164525	Tstd1	chr1	+	551	6	1.05644409199
NM_001164524	Serpinb9c	chr13	-	1914	0	0.0
NM_001164526	Mup11	chr4	-	913	0	0.0
NM_001199484	4931406C07Rik	chr9	-	2756	62	2.18252558483
NM_001199485	4931406C07Rik	chr9	-	2652	62	2.26811482345
NM_001168659	Ccdc127	chr13	+	3436	330	9.31767701044
NM_001168658	Ccdc127	chr13	+	5764	137	2.30591589094
NM_001168657	Socs2	chr10	-	2074	49	2.29210334617
NM_001168656	Socs2	chr10	-	2153	49	2.20799922896
NM_001168655	Socs2	chr10	-	2195	49	2.16575049656
NM_001168652	Lrch4	chr5	+	2264	884	37.8811111679
NM_001195687	Gm4975	chr8	-	3739	13	0.337314301103
NM_001195681	Gm684	chr9	-	1263	0	0.0
NM_001199151	Sncaip	chr18	+	3624	0	0.0
NM_001199153	Sncaip	chr18	+	3529	0	0.0
NM_001199154	Sncaip	chr18	+	3728	0	0.0
NM_178691	Yod1	chr1	+	3827	100	2.53506094717
NM_023248	Sbds	chr5	-	1479	556	36.4714881955
NM_023249	Ypel1	chr16	+	2659	55	2.00674051698
NM_023247	Ndufaf3	chr9	-	1067	55	5.00086507464
NM_023245	Palmd	chr3	-	2394	0	0.0
NM_023243	Ccnh	chr13	+	1976	453	22.2411955714
NM_023240	Eef1d	chr15	-	1702	1394	79.4602789264
NR_027510	Lrrc57	chr2	-	1956	231	11.4575034486
NM_001081493	Cartpt	chr13	-	835	0	0.0
NR_027515	Rbm18	chr2	-	2492	270	10.5114491416
NM_001081490	Fbxo9	chr9	-	1841	362	19.0766296829
NM_001081499	Tbc1d8b	chrX	+	5907	440	7.22657597379
NM_001098789	Ndufa4l2	chr10	+	962	0	0.0
NM_001166389	Ptp4a3	chr15	+	3539	1167	31.9916883631
NM_001166388	Ptp4a3	chr15	+	3808	1169	29.7827254942
NM_001166385	Sp4	chr12	-	5764	1797	30.2462106279
NM_001166384	Rbmy1a1	chrY	+	1580	0	0.0
NM_001166383	Rad52	chr6	+	1626	98	5.84725995075
NM_001166382	Rad52	chr6	+	1695	113	6.46778549654
NM_001166381	Rad52	chr6	+	1698	113	6.45635831368
NM_001166380	Armcx1	chrX	+	2256	0	0.0
NM_013502	Ctbp1	chr5	-	2289	1139	48.2752796891
NM_013503	Drd5	chr5	+	2802	0	0.0
NM_013500	Hapln1	chr13	+	5055	12	0.230306901954
NM_013501	Cryaa	chr17	+	1176	0	0.0
NM_013506	Eif4a2	chr16	+	2358	1555	63.9784125135
NM_013507	Eif4g2	chr7	-	7760	8385	104.830634127
NM_013504	Dsc1	chr18	-	3775	0	0.0
NM_013505	Dsc2	chr18	-	4416	1	0.0219693800834
NM_013508	Elk3	chr10	-	4234	1627	37.2806577806
NM_013509	Eno2	chr6	-	2631	2	0.073748979436
NM_177906	Opcml	chr9	+	5992	0	0.0
NM_177905	Piwil4	chr9	-	2637	1	0.0367905887175
NM_199473	Col8a2	chr4	+	4331	5	0.11200275046
NR_030449	Mir680-3	chr12	-	87	0	0.0
NM_023680	Tnfrsf22	chr7	-	2275	9	0.383802655839
NR_030445	Mir679	chr12	+	74	0	0.0
NR_030444	Mir497	chr11	+	84	0	0.0
NR_030447	Mir680-1	chr6	+	109	0	0.0
NR_030446	Mir495	chr12	+	63	0	0.0
NR_030441	Mir488	chr1	+	109	0	0.0
NR_030440	Mir674	chr2	+	100	0	0.0
NR_030443	Mir678	chr10	-	84	4	4.61984678324
NR_030442	Mir677	chr10	+	78	0	0.0
NM_001177556	Gng12	chr6	+	4194	2	0.0462645600611
NM_001177557	Gng12	chr6	+	4206	2	0.0461325641693
NM_001177550	Zfp442	chr2	-	2766	142	4.98061572944
NM_001177551	Trim61	chr8	-	2156	0	0.0
NM_001177552	Bfar	chr16	+	2628	361	13.3268867823
NM_001177558	Gng12	chr6	+	4227	2	0.0459033747093
NM_001177559	Gng12	chr6	+	4247	2	0.0456872062388
NM_031249	Cstf2t	chr19	+	3752	432	11.1703758043
NM_031248	Lamtor2	chr3	-	571	272	46.2146494324
NM_001252615	Fut8	chr12	+	2086	423	19.6731059327
NM_001252614	Fut8	chr12	+	3012	604	19.454892629
NM_001166031	Mrps2	chr2	+	2022	267	12.8108214212
NM_001166030	Mylk4	chr13	-	5641	122	2.09821795048
NM_001166033	Gtf3c4	chr2	-	7126	170	2.31446155153
NM_031247	Gimap3	chr6	-	2145	5709	258.2138979
NM_001163609	Psma8	chr18	+	1693	0	0.0
NM_001163608	Plxdc1	chr11	-	2905	193	6.44552117469
NM_001077405	Nrp2	chr1	+	6673	67	0.974093274992
NM_001077404	Nrp2	chr1	+	6724	67	0.966705000598
NM_001077407	Nrp2	chr1	+	4696	0	0.0
NM_001077406	Nrp2	chr1	+	4711	0	0.0
NM_001077403	Nrp2	chr1	+	6739	67	0.964553260725
NM_001013369	Pfdn4	chr2	+	819	112	13.2672523006
NM_019579	Mpp5	chr12	+	5514	113	1.98819303893
NM_019578	Extl1	chr4	-	4114	1	0.0235821056024
NM_019571	Tspan5	chr3	+	3172	132	4.03726837426
NM_019570	Rev1	chr1	-	4262	95	2.16250453603
NM_019573	Wwox	chr8	+	2251	56	2.41356722217
NM_019572	Hdac7	chr15	-	4240	1455	33.292315675
NM_019575	Scamp4	chr10	+	1802	157	8.45262754959
NM_019574	Patz1	chr11	+	3100	165	5.16379648514
NM_019577	Ccl24	chr5	-	1289	0	0.0
NM_019576	Thsd1	chr8	+	4430	1	0.0218999508912
NM_008465	Kpna1	chr16	+	4022	506	12.2054927695
NM_008464	Klra6	chr6	-	1116	14	1.21705641064
NM_008467	Kpna4	chr3	-	3726	1752	45.618197222
NM_010368	Gusb	chr5	-	2456	225	8.88793813144
NM_008461	Klra14	chr6	-	802	10	1.20968556668
NM_008463	Klra5	chr6	-	1152	6	0.505295741917
NM_008462	Klra2	chr6	-	1787	2	0.108580618297
NM_010363	Gstz1	chr12	+	1667	33	1.92054818284
NM_010362	Gsto1	chr19	+	1161	281	23.481236751
NM_010361	Gstt2	chr10	-	1370	35	2.47853093846
NM_010360	Gstm5	chr3	+	911	3	0.319484464703
NM_010367	Magi1	chr6	-	7589	3	0.03835160724
NM_008468	Kpna6	chr4	-	5711	718	12.1971720886
NM_010365	Gtf2i	chr5	-	4384	1818	40.2318682689
NM_010364	Gtf2h4	chr17	-	1613	27	1.62396350037
NM_001178060	Txnrd3	chr6	+	2494	3	0.116700219464
NM_001033378	A430078G23Rik	chr8	+	2967	220	7.19369468776
NM_053098	Lmod2	chr6	+	1967	0	0.0
NM_053099	Setbp1	chr18	-	9955	2194	21.3816997178
NM_053094	Cd163	chr6	+	4409	0	0.0
NM_053095	Il24	chr1	-	1116	0	0.0
NM_053096	Cml2	chr6	-	3280	8	0.236626298654
NM_053097	Cml3	chr6	-	1395	2	0.139092161216
NM_053090	Fam126a	chr5	-	5647	482	8.28087287763
NM_053091	Cox4i2	chr2	+	727	0	0.0
NM_053092	Kars	chr8	-	1993	1096	53.3519285314
NM_053093	Tac4	chr11	+	1247	0	0.0
NR_029851	Mir362	chrX	-	64	0	0.0
NR_029853	Mir363	chrX	-	75	0	0.0
NR_029855	Mir365-1	chr16	+	87	0	0.0
NM_001033373	Cdk15	chr1	+	1477	0	0.0
NM_010223	Fkbp8	chr8	+	1701	702	40.0386721214
NM_001033371	Lrrc36	chr8	+	2082	0	0.0
NM_026368	5830433M19Rik	chr4	-	2109	118	5.42815567988
NM_026369	Arpc5	chr1	+	1897	3680	188.203352351
NM_026366	N6amt1	chr16	+	1791	117	6.33777975792
NM_026367	Gpatch2	chr1	+	4549	260	5.54503482887
NM_026364	Prpsap1	chr11	-	1868	154	7.99817157227
NM_026365	Jagn1	chr6	+	1201	59	4.76602012027
NM_026362	5033414D02Rik	chr19	-	843	358	41.2004841239
NM_026360	Ddx47	chr6	+	1764	627	34.4838563464
NM_026361	Pkp4	chr2	+	4614	1044	21.9517817243
NM_001145300	4931440L10Rik	chr1	-	1360	0	0.0
NM_011018	Sqstm1	chr11	-	2000	857	41.571691279
NM_011019	Osmr	chr15	-	4835	3	0.0601965558106
NM_011012	Oprl1	chr2	+	2999	0	0.0
NM_011010	Omp	chr7	-	2089	2	0.0928834681169
NM_011011	Oprk1	chr1	+	4677	0	0.0
NM_011016	Orm2	chr4	+	774	0	0.0
NM_011014	Sigmar1	chr4	-	1591	86	5.2441504026
NM_011015	Orc1	chr4	+	3012	87	2.80227758067
NM_181322	Ctcf	chr8	+	3823	2286	58.0121278254
NM_181323	Cwh43	chr5	+	2713	0	0.0
NM_173755	Ube2o	chr11	-	5192	140	2.61601493504
NM_144954	Ppil2	chr16	-	2229	1183	51.4898401239
NM_144955	Nkx6-1	chr5	-	1795	0	0.0
NM_181328	Slc25a29	chr12	-	1964	7	0.345782829499
NM_144959	Hltf	chr3	+	3059	718	22.7715102314
NM_001142323	Myo9b	chr8	+	7143	2191	29.7583326815
NM_026988	Ptms	chr6	-	1155	1553	130.447673716
NM_026989	Srsf11	chr3	-	3103	2348	73.4113455328
NM_026982	1810027O10Rik	chr11	+	431	51	11.4799440948
NM_026983	Erp27	chr6	-	953	3	0.305404351883
NM_026981	Dtwd1	chr2	+	1343	43	3.10627077086
NM_026987	Dhx16	chr17	+	3390	675	19.3175009299
NM_026984	Mll5	chr5	+	7258	8220	109.875716688
NM_026985	1810033B17Rik	chr8	+	1132	0	0.0
NM_009419	Tpst2	chr5	+	1814	1103	58.9909101655
NM_009418	Tpp2	chr1	+	4649	1944	40.5679985113
NM_009417	Tpo	chr12	-	3282	0	0.0
NM_009416	Tpm2	chr4	-	2098	0	0.0
NM_009415	Tpi1	chr6	-	1601	454	27.5113174462
NM_009414	Tph1	chr7	-	2027	0	0.0
NM_009413	Tpd52l1	chr10	-	1267	0	0.0
NM_009412	Tpd52	chr3	-	2266	157	6.7218159066
NM_009411	Tpbpa	chr13	-	1372	0	0.0
NM_009410	Top3a	chr11	-	3740	146	3.78728615974
NM_001242358	Trnt1	chr6	+	2311	523	21.955766863
NM_007705	Cirbp	chr10	+	1256	337	26.0307768193
NM_007704	Inadl	chr4	+	3855	33	0.830493857532
NM_007707	Socs3	chr11	-	2724	111	3.95332703808
NM_007706	Socs2	chr10	-	2222	49	2.13943399638
NM_007701	Vsx2	chr12	+	3180	0	0.0
NM_007700	Chuk	chr19	-	3500	615	17.0472346302
NM_007703	Elovl3	chr19	+	1879	0	0.0
NM_007702	Cidea	chr18	+	1164	0	0.0
NM_001115132	Ncaph2	chr15	+	3315	1071	31.3438835602
NR_035414	Mir1186	chr8	-	122	0	0.0
NM_007709	Cited1	chrX	-	974	0	0.0
NM_007708	Cit	chr5	+	6896	590	8.30044977442
NM_001115130	Zbtb44	chr9	+	8863	396	4.33472253745
NM_001205268	Gm14781	chrX	+	1360	0	0.0
NM_009178	St3gal4	chr9	-	2029	264	12.623179185
NM_024277	Rps27a	chr11	-	726	2772	370.427714802
NM_024274	Fars2	chr13	+	2126	81	3.69631203118
NM_024272	Ssbp2	chr13	+	6656	43	0.626761064494
NM_024273	4930455C21Rik	chr16	-	2077	110	5.13810595536
NM_024270	Stard3nl	chr13	-	1284	174	13.1471340701
NM_024271	1700016D06Rik	chr8	-	1263	0	0.0
NM_024279	Spaca7	chr8	+	761	0	0.0
NR_028079	Snora3	chr7	+	120	0	0.0
NR_028078	Snora21	chr11	-	128	0	0.0
NM_001145537	4930544D05Rik	chr11	+	653	0	0.0
NM_001243000	Gm1647	chr3	+	735	1	0.131995622378
NM_001243001	Gm3706	chrX	-	1955	0	0.0
NM_021985	Tnfrsf18	chr4	+	804	207	24.9782014512
NM_001243003	Gm8298	chr3	+	1206	0	0.0
NM_001243008	Col6a3	chr1	-	10841	0	0.0
NM_001243009	Col6a3	chr1	-	9020	0	0.0
NM_178059	Etl4	chr2	+	5942	0	0.0
NM_001127348	Snx10	chr6	+	2464	426	16.7731937187
NM_001127349	Snx10	chr6	+	2469	424	16.6606382171
NM_001127346	Ndufaf2	chr13	-	680	117	16.6925934506
NM_001127340	Acrbp	chr6	+	1259	39	3.00528555638
NM_146089	Haus1	chr18	-	1004	65	6.28096699116
NM_146086	Pde6a	chr18	+	4198	0	0.0
NM_146087	Csnk1a1	chr18	+	2013	1763	84.9680017169
NM_146084	Fam13b	chr18	-	3344	786	22.8035858266
NM_146085	Apbb3	chr18	-	2062	58	2.72889106789
NM_146082	BC027072	chr17	-	5006	0	0.0
NM_146083	Srsf7	chr17	-	2288	774	32.819488468
NM_146081	Ppp4r1	chr17	+	3850	466	11.7428105509
NM_001190795	Ddx55	chr5	+	2787	187	6.50955806164
NM_023729	Asz1	chr6	-	1740	0	0.0
NM_023721	Atp6v1d	chr12	-	1410	806	55.4578203214
NM_023727	Rd3	chr1	+	3720	1	0.026079780228
NM_001163290	Adck3	chr1	-	3928	76	1.87710678871
NR_027899	1700109F18Rik	chr2	-	794	0	0.0
NM_145355	Rnf185	chr11	-	2867	160	5.41426061796
NR_027892	5430402O13Rik	chr6	+	940	2	0.20641868606
NR_027893	BB123696	chr13	-	2308	0	0.0
NR_027890	5031426D15Rik	chr2	-	6021	2	0.0322261360067
NR_027891	2900092D14Rik	chr1	+	2841	6	0.204892887958
NR_027896	A930003A15Rik	chr16	-	1019	0	0.0
NR_027897	0610012G03Rik	chr16	-	1471	61	4.02312965964
NR_027894	A930005H10Rik	chr3	-	706	58	7.97021725494
NR_027895	A930005H10Rik	chr3	-	973	21	2.09388739097
NM_146628	Olfr344	chr2	+	930	0	0.0
NM_146629	Olfr121	chr17	+	1237	0	0.0
NM_146622	Olfr360	chr2	+	954	0	0.0
NM_146623	Olfr357	chr2	+	927	0	0.0
NM_146620	Olfr292	chr7	+	1077	0	0.0
NM_146621	Olfr308	chr7	-	927	0	0.0
NM_146627	Olfr350	chr2	+	939	0	0.0
NM_146624	Olfr356	chr2	+	948	0	0.0
NM_146625	Olfr355	chr2	-	933	0	0.0
NM_139128	Coro6	chr11	+	1416	0	0.0
NM_027116	Nkpd1	chr7	+	2753	0	0.0
NM_027117	Klhdc2	chr12	+	1946	262	13.0618689627
NM_027115	Mapk1ip1	chr7	-	1420	138	9.42839153369
NM_027112	Capns2	chr8	+	1015	0	0.0
NM_027113	Wdr5b	chr16	+	1785	83	4.51114450599
NM_027111	Lyg1	chr1	-	798	0	0.0
NM_027118	Cdk13	chr13	-	6901	2112	29.6912685887
NM_025619	1700019L03Rik	chr2	-	1675	0	0.0
NM_026028	Ccdc77	chr6	-	2651	143	5.23327042251
NM_001201416	Apbb2	chr5	-	4768	5	0.101737397701
NM_199042	Thap1	chr8	+	2267	89	3.80877531446
NM_026648	Lrrc50	chr8	+	2821	0	0.0
NM_026641	Ift80	chr3	-	4090	374	8.8714612801
NM_026640	Fam111a	chr19	+	3199	2102	63.7478201644
NM_026643	Cep57l1	chr10	-	2151	143	6.44974425387
NM_026642	Trmt12	chr15	+	4133	38	0.892000419315
NM_026645	Iqcf3	chr9	-	1122	0	0.0
NM_026644	Agpat4	chr17	+	1910	199	10.1080312603
NM_026647	Zdhhc21	chr4	-	8751	600	6.65181915997
NM_026646	Slc25a22	chr7	-	2788	183	6.3680312726
NM_028979	Cyp2j9	chr4	-	1944	0	0.0
NM_173347	Prune	chr3	-	3140	264	8.15682502112
NM_028975	Tmem33	chr5	+	6160	454	7.15026286225
NM_028974	Kbtbd13	chr9	-	2969	3	0.0980297565996
NM_028977	Lrrc17	chr5	+	2188	0	0.0
NM_028976	Gorasp1	chr9	-	3483	12	0.334252480441
NM_028971	4933430H15Rik	chr3	-	3988	1	0.0243271771435
NM_028973	Lrrc15	chr16	-	5308	0	0.0
NM_001033599	Acsl6	chr11	+	2767	0	0.0
NM_001033598	Acsl6	chr11	+	2561	0	0.0
NM_201385	Plec	chr15	-	14856	3383	22.0926073655
NM_201387	Plec	chr15	-	14946	3383	21.9595727969
NM_201386	Plec	chr15	-	14917	3383	22.0022641967
NM_201389	Plec	chr15	-	15440	3384	21.2632637179
NM_201388	Plec	chr15	-	14908	3383	22.0155470232
NM_009209	Slc6a2	chr8	+	6073	1	0.0159751000244
NM_133363	Myoz3	chr18	-	3397	85	2.42756152726
NM_001199310	Lig1	chr7	+	3176	1481	45.2398787171
NM_133360	Acaca	chr11	+	9032	477	5.12367196941
NM_133365	Dnahc5	chr15	+	15616	0	0.0
NM_133364	Prima1	chr12	-	905	0	0.0
NM_028399	Ccnt2	chr1	+	3514	753	20.7893105246
NM_028398	Agxt2l2	chr11	+	1896	66	3.37716647762
NM_145742	Dhx35	chr2	+	3199	122	3.69992105616
NM_145743	Lace1	chr10	-	2513	44	1.69866232699
NM_145744	Dusp15	chr2	-	538	0	0.0
NM_145745	Adam34	chr8	-	2507	0	0.0
NM_145746	Odf4	chr11	-	1110	0	0.0
NM_028390	Anln	chr9	-	5421	385	6.89014226942
NM_028392	Ppp2r2b	chr18	-	2029	0	0.0
NM_028394	Hspb11	chr4	+	559	58	10.0661420071
NM_001164488	Wars	chr12	-	2764	399	14.0049552087
NM_020568	Plin4	chr17	-	5755	0	0.0
NM_020569	Park7	chr4	-	903	528	56.7274209663
NM_020563	Abph	chr7	-	419	0	0.0
NM_020560	Mrps31	chr8	+	1536	182	11.4954781286
NM_020561	Smpdl3a	chr10	+	1791	1383	74.915806882
NM_020566	Dnajc4	chr19	-	840	72	8.31572420984
NM_020567	Gmnn	chr13	-	977	268	26.6125872017
NM_020564	Sult5a1	chr8	-	1160	0	0.0
NM_020565	Sult3a1	chr10	+	1096	0	0.0
NM_198029	Fermt1	chr2	-	5255	2	0.0369236089241
NM_198028	Serpinb10-ps	chr1	+	3490	1	0.0277985049995
NM_198023	Rcor1	chr12	+	2722	453	16.1457025896
NM_198022	Tnrc6c	chr11	+	8726	1265	14.0644315605
NM_198021	Scyl2	chr10	-	3431	598	16.9093663375
NM_198020	Trmt1	chr8	+	2186	119	5.28133445166
NM_198027	Alkbh6	chr7	+	945	60	6.15979571099
NM_198026	Iqcc	chr4	-	2142	102	4.61984678324
NM_198024	Ranbp3l	chr15	+	3776	8	0.20554403061
NM_029378	Dmrtc1a	chrX	-	1062	0	0.0
NM_029379	Tmem225	chr9	+	991	0	0.0
NM_029374	Sept12	chr16	-	1290	0	0.0
NM_029375	1700020A23Rik	chr2	+	525	0	0.0
NM_029376	Speer4a	chr5	-	1503	0	0.0
NM_029377	Lin37	chr7	-	998	225	21.872521093
NM_029370	1700020C07Rik	chr2	-	783	0	0.0
NM_029371	Htatsf1	chrX	+	2778	678	23.677962023
NM_029372	1700011F14Rik	chr19	+	1086	0	0.0
NM_029373	1700025E21Rik	chr6	+	1154	0	0.0
NR_040587	1700010I02Rik	chr3	-	436	6	1.33509333644
NM_028029	Dnmbp	chr19	-	4882	95	1.88787266132
NR_040580	1700094J05Rik	chr10	+	997	1	0.0973087085738
NM_028027	Arhgef25	chr10	-	2261	10	0.429087936524
NM_028026	Wdr73	chr7	-	2114	89	4.08443407658
NM_028025	Mageb16	chrX	-	1854	0	0.0
NM_028024	Nkiras2	chr11	+	2013	112	5.3978537676
NM_028023	Cdca4	chr12	-	2419	504	20.2135007664
NM_028022	Gatsl3	chr11	+	1548	19	1.19077446157
NM_028021	Myh14	chr7	-	6375	0	0.0
NM_028020	Cpsf3l	chr4	+	2347	289	11.9462505869
NM_001113248	Sin3b	chr8	+	1026	440	41.605637697
NM_001113246	Chn1	chr2	-	4050	9	0.215592849885
NM_172566	Rundc1	chr11	+	3215	192	5.79384828306
NM_172567	Mettl2	chr11	+	2619	94	3.48208382975
NM_172564	Tns4	chr11	-	4755	7	0.142821761753
